ID,HS_NAME,HS_CEEB_CODE,HS_LATITUDE,HS_LONGITUDE,HS_ADDRESS,HS_STATE_TYPE_ID,HS_CITY_TYPE_ID,DBT_SYNCED_AT
282,Encore Junior Senior High School For The Performing And Visual Arts,054307,34.442474,-117.293475,16955 Lemon St,40,25640,11:19.7
283,California Heritage Youthbuild Academy II,054797,40.536016,-122.303556,8544 Airport Rd,40,26482,11:19.7
284,Ingenuity Charter School,050019,32.702419,-117.064965,6130 Skyline Dr,40,25573,11:19.7
285,Ingenuity Charter School,054629,32.702419,-117.064965,6130 Skyline Dr,40,25573,11:19.7
286,Intellectual Virtues Academy,051253,33.788134,-118.189912,1637 Long Beach Blvd,40,25432,11:19.7
287,Intellectual Virtues Academy,054455,33.788134,-118.189912,1637 Long Beach Blvd,40,25432,11:19.7
288,New Designs Charter School,054025,34.03049,-118.27509,2303 South Figueroa Way,40,25386,11:19.7
289,Pivot Charter School North Valley,051858,39.734802,-121.821616,1350 E 9Th St Ste 150,40,26461,11:19.7
290,Inspire School Of Arts And Sciences,054416,39.734991,-121.848316,335 W Sacramento Ave,40,26461,11:19.7
291,Ace Charter High School,054750,37.372239,-121.864265,1776 Educational Park Dr,40,26130,11:19.7
292,Sherman Thomas Charter High School,054509,36.984109,-120.067036,101 W Adell St,40,25904,11:19.7
293,NOVA Academy,054104,33.747538,-117.872834,500 W Santa Ana Blvd,40,25730,11:19.7
294,WISH Academy High School,051705,33.95958,-118.42659,7400 W Manchester Ave,40,25386,11:19.7
295,Wish Academy High School,054878,33.95958,-118.42659,7400 W Manchester Ave,40,25386,11:19.7
296,Wish Academy High School,054879,33.95958,-118.42659,7400 W Manchester Ave,40,25386,11:19.7
297,Wish Academy High School,054880,33.95958,-118.42659,7400 W Manchester Ave,40,25386,11:19.7
298,New Village Girls Academy,054165,34.07136,-118.27949,147 N Occidental Blvd,40,25386,11:19.7
299,CHAMPS Charter High School of the Arts Multimedia & Performing,054046,34.194993,-118.448464,6842 Van Nuys Blvd Ste 200,40,25489,11:19.7
300,Five Keys Adult School,050009,37.777227,-122.4021,70 Oak Grove St,40,25975,11:19.7
301,Five Keys Charter School SF Sheriffs,054897,37.777227,-122.4021,70 Oak Grove St,40,25975,11:19.7
302,Five Keys Charter School SF Sheriffs,054898,37.777227,-122.4021,70 Oak Grove St,40,25975,11:19.7
303,Family First Charter School,054896,33.894792,-118.365848,4953 Marine Ave,40,25398,11:19.7
304,Northern United Siskiyou Charter School,051624,40.758394,-124.147237,2120 Campton Rd Ste H,40,26304,11:19.7
305,Sierra Charter School,053688,36.767954,-119.729764,1931 N Fine Ave,40,25942,11:19.7
306,Orange County Workforce Innovation High School,051287,33.837954,-117.941894,505 N Euclid St Fl 1,40,25732,11:19.7
307,LA's Promise Charter High #1,051687,33.99518,-118.30865,1755 W 52Nd St,40,25386,11:19.7
308,Envision Academy For Arts & Technology,054285,37.804722,-122.268394,1515 Webster St,40,26052,11:19.7
309,Core Placer Charter School,054335,39.126473,-120.863763,Po Box 2017,40,26403,11:19.7
310,Alta Vista Innovation High School,051243,34.468785,-117.292961,11988 Hesperia Rd Ste B,40,25640,11:19.7
311,Alta Vista Innovation High School,054653,34.468785,-117.292961,11988 Hesperia Rd,40,25640,11:19.7
312,Humphreys College Academy Of Business Law And Education,054651,38.010114,-121.317186,6515 Inglewood Ave,40,26132,11:19.7
313,College Bridge Academy,054789,33.823377,-118.185394,3635 Atlantic Ave,40,25432,11:19.7
314,New Day Academy,050056,41.484334,-120.544344,214 W 1St St,40,26586,11:19.7
315,Pathways Academy Charter Adult Education,052083,33.141739,-117.162509,100 E San Marcos Blvd Ste 350,40,25568,11:19.7
316,Summit Public School Shasta,054815,37.667022,-122.477175,905 Campus Dr,40,25966,11:19.7
317,Acalanes Center For Independent Study,053926,37.876408,-122.075507,1963 Tice Valley Blvd,40,26050,11:19.7
318,Optimist Charter School,054833,34.12876,-118.18798,6957 N Figueroa St,40,25386,11:19.7
319,Pivot Online Charter North Bay,051790,38.466086,-122.728578,2999 Cleveland Ave Ste D,40,26276,11:19.7
320,Pivot Online Charter North Bay,054464,38.466086,-122.728578,2999 Cleveland Ave Ste D,40,26276,11:19.7
321,Alameda Community Learning Center,054529,37.779128,-122.287663,1900 3Rd St,40,26001,11:19.7
322,California Prep Sutter,050074,34.069036,-117.548993,4684 Ontario Mills Pkwy #100,40,25518,11:19.7
323,California Prep Sutter,050094,34.069036,-117.548993,4684 Ontario Mills Pky Ste 100,40,25518,11:19.7
324,California Prep Sutter,050125,34.069036,-117.548993,4684 Ontario Mills Pky Ste 100,40,25518,11:19.7
325,California Prep Sutter,050167,34.069036,-117.548993,4684 Ontario Mills Pky Ste 100,40,25518,11:19.7
326,California Prep Sutter ,051068,34.069036,-117.548993,4684 Ontario Mills Pky Ste 100,40,25518,11:19.7
327,California Prep Sutter,051146,34.069036,-117.548993,4684 Ontario Mills Pky Ste 100,40,25518,11:19.7
328,California Prep Sutter,051171,34.069036,-117.548993,4684 Ontario Mills Pky Ste 100,40,25518,11:19.7
329,California Prep Sutter,051190,34.069036,-117.548993,4684 Ontario Mills Pky Ste 100,40,25518,11:19.7
330,California Prep Sutter,051641,34.069036,-117.548993,4684 Ontario Mills Pkwy # 100,40,25518,11:19.7
331,Crescent View West Public Charter School,054033,36.781073,-119.788101,1901 E Shields Ave Ste 105,40,25942,11:19.7
332,SIATech Academy South,053943,33.215903,-117.270142,2611 Temple Heights Dr Ste A,40,25547,11:19.7
333,Lifeline Education Charter,050899,33.894634,-118.216078,225 S Santa Fe Ave,40,25414,11:19.7
334,High Tech Los Angeles Charter School,051526,34.186899,-118.504976,17111 Victory Blvd,40,25489,11:19.7
335,Pivot Charter School San Diego,051856,33.12421,-117.208961,1030 La Bonita Dr Ste 100,40,25568,11:19.7
336,Pivot Charter School San Diego,054570,33.12421,-117.208961,1030 La Bonita Dr Ste 100,40,25568,11:19.7
337,San Jose Conservation Corps & Charter School,053944,37.372168,-121.897294,1560 Berger Dr,40,26130,11:19.7
338,Millennium Charter High School,054020,37.746348,-121.424426,51 E Beverly Pl,40,26199,11:19.7
339,Guajome Park Academy Charter School,054736,33.22936,-117.248017,2000 N Santa Fe Ave,40,25569,11:19.7
340,ASA Charter,054612,34.155087,-117.294218,3512 N E St,40,25684,11:19.7
341,Los Angeles International Charter High School,054121,34.102307,-118.182653,625 Coleman Ave,40,25386,11:19.7
342,Vista Norte Public Charter,051703,34.121538,-117.367581,248 E Base Line Rd,40,25653,11:19.7
343,Kings Valley Academy II,050328,36.326283,-119.649567,312 W 7Th St Ste 102,40,25784,11:19.7
344,Kings Valley Academy II,051293,36.326283,-119.649567,312 W 7Th St,40,25784,11:19.7
345,Insight School Of California,050842,34.275831,-118.798066,50 Moreland Rd,40,25754,11:19.7
346,Insight Schools of California,054221,34.275831,-118.798066,50 Moreland Rd,40,25754,11:19.7
347,Insight School Of California,054270,34.275831,-118.798066,50 Moreland Rd,40,25754,11:19.7
348,Insight School Of California,054271,34.275831,-118.798066,50 Moreland Rd,40,25754,11:19.7
349,Insight School Of California,054272,34.275831,-118.798066,50 Moreland Rd,40,25754,11:19.7
350,Insight School Of California,054273,34.275831,-118.798066,50 Moreland Rd,40,25754,11:19.7
351,Insight School Of California,054275,34.275831,-118.798066,50 Moreland Rd,40,25754,11:19.7
352,Insight School Of California,054276,34.275831,-118.798066,50 Moreland Rd,40,25754,11:19.7
353,Insight School Of California,054277,34.275831,-118.798066,50 Moreland Rd,40,25754,11:19.7
354,Insight School Of California,054278,34.275831,-118.798066,50 Moreland Rd,40,25754,11:19.7
355,Insight School of California,054482,34.275831,-118.798066,50 Moreland Rd,40,25754,11:19.7
356,Insight School Of California,054855,34.275831,-118.798066,50 Moreland Rd,40,25754,11:19.7
357,Insight School Of California,054857,34.275831,-118.798066,50 Moreland Rd,40,25754,11:19.7
358,Mission Academy,051965,34.473129,-118.196973,32248 Crown Valley Rd Rm 114,40,25865,11:19.7
359,Summit Public School Rainier,054621,37.347279,-121.806213,1750 S White Rd,40,26130,11:19.7
360,Hume Lake Charter School,054084,36.784456,-118.91896,64144 Hume Lake Rd,40,25898,11:19.7
361,University Preparatory School,052586,40.587309,-122.404508,2200 Eureka Way B,40,26482,11:19.7
362,University Preparatory School,053207,40.587309,-122.404508,2200 Eureka Way,40,26482,11:19.7
363,University Preparatory School,053912,40.587309,-122.404508,2200 Eureka Way,40,26482,11:19.7
364,APEX Academy,054249,34.0951,-118.31381,1309 N Wilton Pl,40,29939,11:19.7
365,Apex Academy,054291,34.0951,-118.31381,1309 N Wilton Pl Ofc 321,40,25386,11:19.7
366,Apex Academy,054624,34.0951,-118.31381,1309 N Wilton Pl,40,29939,11:19.7
367,Rio Valley Charter School,054546,38.114087,-121.287017,1110 W Kettleman Ln Ste 10,40,26140,11:19.7
368,Renaissance Arts Academy,051763,34.107933,-118.241432,2558 N San Fernando Rd,40,25386,11:19.7
369,Alameda High School,050294,37.764451,-122.247624,2201 Encinal Ave,40,26001,11:19.7
370,Alameda Science and Technology Institute,050029,37.779833,-122.2809,555 Ralph Appezzato Meml Pkwy,40,26001,11:19.7
371,Futures High School,052144,38.651231,-121.462676,900 Grace Ave,40,25997,11:19.7
372,Desert Sands Charter School,054765,34.713656,-117.86466,43145 Business Center Pkwy,40,25875,11:19.7
373,Gompers Preparatory Academy,054353,32.716105,-117.091662,1005 47Th St,40,25573,11:19.7
374,Valor Academy High School,054728,34.240857,-118.458705,9356 Lemona Ave,40,25474,11:19.7
375,Sacramento Academic Vocational Academy,051707,38.426628,-121.460911,3141 Dwight Rd Ste 400,40,26367,11:19.7
376,Math And Science College Preparatory High School,054179,34.03243,-118.31875,3200 W Adams Blvd,40,25386,11:19.7
377,Conservatory of Vocal and Instrumental Arts High School,004502,37.789936,-122.167427,12500 Campus Drive,40,26052,11:19.7
378,Conservatory Of Vocal and Instrumental Arts High School,051689,37.789936,-122.167427,12500 Campus Dr,40,26052,11:19.7
379,Conservatory Of Vocal and Instrumental Arts High School,054871,37.789936,-122.167427,12500 Campus Dr Bldg D,40,26052,11:19.7
380,Lemoore Online College Preparatory High School,051536,36.292439,-119.822379,555 College Dr,40,25820,11:19.7
381,Lemoore Online College Preparatory High School,051746,36.292439,-119.822379,555 College Dr,40,25820,11:19.7
382,Bay Area Technology School,052224,37.766251,-122.154398,8251 Fontaine St,40,26052,11:19.7
383,Bay Area Technology School,054301,37.766251,-122.154398,8251 Fontaine St,40,26052,11:19.7
384,Bay Area Technology School,054488,37.766251,-122.154398,8251 Fontaine St,40,26052,11:19.7
385,Big Picture Educational Academy,054538,36.730126,-119.808453,1207 S Trinity St,40,25942,11:19.7
386,School of Universal Learning SOUL Charter School,051785,32.994882,-117.265297,533 Lomas Santa Fe Dr,40,25580,11:19.7
387,Long Valley Charter School Susanville,054337,40.02796,-120.10382,Po Box 7,40,26617,11:19.7
388,New West Charter School,054663,34.036033,-118.455311,1905 Armacost Ave,40,25386,11:19.7
389,Mirus Secondary School,050368,32.902771,-117.184096,10170 Huennekens St,40,25573,11:19.7
390,Mirus Secondary School,054729,32.902771,-117.184096,10170 Huennekens St,40,25573,11:19.7
391,Port of Los Angeles High School,054055,33.74004,-118.28238,250 W 5Th St,40,25428,11:19.7
392,Capistrano Connections Academy,054092,33.476902,-117.671801,33272 Valle Rd,40,25727,11:19.7
393,Capistrano Connections Academy,054980,33.476902,-117.671801,33272 Valle Rd,40,25727,11:19.7
394,Aspire Ollin University Preparatory Academy,054735,33.990023,-118.226876,2540 E 58Th St,40,25397,11:19.7
395,Accelerated Achievement Academy,054189,39.164549,-123.210184,1031 N State St,40,26265,11:19.7
396,Magnolia Science Academy 5,054483,34.190082,-118.530625,18230 Kittridge St,40,25471,11:19.7
397,Vaughn Next Century Learning Center,054015,34.280932,-118.423123,13330 Vaughn St,40,25472,11:19.7
398,Alliance Piera Barbaglia Shaheen Health Services Academy,054361,33.960811,-118.294138,8515 Kansas Ave,40,25386,11:19.7
399,Larchmont Charter School,054683,34.093553,-118.361989,1265 N Fairfax Ave,40,25387,11:19.7
400,River Oaks Academy,054467,34.155198,-118.830518,920 Hampshire Rd Ste X,40,25480,11:19.7
401,Summit Public School K2,052215,37.925584,-122.312429,1800 Elm St,40,26014,11:19.7
402,California School Of The Arts San Gabriel Valley,052210,34.136893,-117.968971,1401 Highland Ave,40,25448,11:19.7
403,Phoenix Charter Academy,054256,40.575747,-122.355009,2195 Larkspur Ln Ste 100,40,26482,11:19.7
404,Northcoast Preparatory Academy,053609,40.881383,-123.984232,Po Box 276,40,26268,11:19.7
405,Palmdale Aerospace Academy,054705,34.579321,-118.069179,3300 E Palmdale Blvd,40,25878,11:19.7
406,Empower Generations,050192,34.493012,-118.19591,3720 Sierra Hwy Ste A,40,25865,11:19.7
407,Empower Generations,051338,34.493012,-118.19591,3720 Sierra Hwy Ste A,40,25865,11:19.7
408,Elite Academic Academy Adult Work Force Investment,051799,33.500272,-117.1611,43414 Business Park Dr,40,25701,11:19.7
409,Elite Academic Academy Adult Work Force Investment,051809,33.500272,-117.1611,43414 Business Park Dr,40,25701,11:19.7
410,KIPP San Francisco College Preparatory,054816,37.732309,-122.382178,1195 Hudson Ave,40,25975,11:19.7
411,Ednovate East College Prep,051668,34.05438,-118.2549,350 S Figueroa St Ste 100,40,25386,11:19.7
412,John Adams Academy El Dorado Hills,054586,38.753302,-121.265517,1 Sierra Gate Plz,40,26381,11:19.7
413,Taylion Academy,054782,34.579331,-117.417621,11336 Bartlett Ave Ste 9,40,25622,11:19.7
414,Oakland Military Institute College Preparatory Academy,053972,37.829443,-122.272498,3877 Lusk St,40,26052,11:19.7
415,Baypoint Preparatory Academy,051164,33.742834,-116.95655,26089 Girard St,40,25689,11:19.7
416,Baypoint Preparatory Academy,054867,33.742834,-116.95655,26089 Girard St,40,25689,11:19.7
417,Dimensions Collaborative School,051702,33.129246,-117.112317,1441 Montiel Rd Ste 143,40,25542,11:19.7
418,Yuba City Charter School,054393,39.12839,-121.612876,256 Wilbur Ave,40,26522,11:19.7
419,Three Rivers Charter School,054558,39.421022,-123.81148,1211 Del Mar Dr,40,26279,11:19.7
420,Camino Nuevo High School #2,054693,34.07647,-118.28461,3500 W Temple St,40,25386,11:19.7
421,Ednovate Esperanza College Prep,051633,34.039303,-118.171538,319 N Humphreys Ave Fl 3,40,25386,11:19.7
422,Ednovate Esperanza College Prep,054710,34.039303,-118.171538,319 N Humphreys Ave,40,25386,11:19.7
423,Northwest Prep Charter School,054236,38.466617,-122.773044,2590 Piner Rd,40,26276,11:19.7
424,Gateway College and Career Academy,004658,33.971506,-117.384412,4800 Magnolia Avenue,40,25685,11:19.7
425,Sierra Academy of Expeditionary Learning,054790,39.265504,-121.019293,505 Main St,40,26473,11:19.7
426,Ivy Academia,054234,34.205836,-118.65429,7353 Valley Circle Blvd,40,25465,11:19.7
427,Summit Public School Tamalpais,054928,37.977399,-122.327788,3020 Hilltop Mall Rd,40,26073,11:19.7
428,Samueli Academy,054751,33.763285,-117.902894,1901 N Fairview St,40,25730,11:19.7
429,Golden Gate Community Charter School,050010,38.004544,-121.884555,1111 Stoneman Ave,40,26032,11:19.7
430,Chula Vista Learning Community Charter School,054654,32.634416,-117.090063,590 K St,40,25526,11:19.7
431,Alder Grove Charter School,051238,40.799853,-124.165845,714 F St,40,26304,11:19.7
432,Environmental Charter High School,051472,33.882569,-118.354949,16315 Grevillea Ave,40,25398,11:19.7
433,Diego Hills Central Public Charter,051592,32.760653,-117.066645,4585 College Ave,40,25573,11:19.7
434,Santa Rosa Academy,054106,33.676862,-117.178134,27587 La Piedra Rd,40,25695,11:19.7
435,City Arts and Technology High School,053884,37.7195,-122.425394,325 La Grande Ave 3Rd Floor,40,25975,11:19.7
436,City Arts And Tech High School,054047,37.7195,-122.425394,325 La Grande Ave,40,25975,11:19.7
437,San Diego Workforce Innovation High School,050448,32.689714,-117.085523,2 N Euclid Ave Ste A,40,25535,11:19.7
438,John Muir Charter School,054319,39.248564,-121.016957,117 New Mohawk Rd Ste F,40,26473,11:19.7
439,The School for Entrepreneurship and Technology,054600,32.806874,-117.14896,3540 Aero Ct,40,25573,11:19.7
440,Public Safety Academy of San Bernardino,054223,34.09968,-117.254137,1482 E Enterprise Dr,40,25684,11:19.7
441,Bert Corona Charter High School,050293,34.270016,-118.406112,12513 Gain St,40,25470,11:19.7
442,Learning Choice Academy Chula Vista,054951,32.755828,-117.013703,4215 Spring St Ste 229,40,25531,11:19.7
443,Career Technical Education Charter,054299,36.760119,-119.778788,1320 N Mariposa St,40,25942,11:19.7
444,California Connections Academy at North Bay,054643,37.745513,-121.134755,580 N Wilma Ave Ste G,40,26190,11:19.7
445,California Connections Academy at North Bay,054952,37.745513,-121.134755,580 N Wilma Ave Ste G,40,26190,11:19.7
446,Ivytech Charter School,054604,34.294826,-118.843376,6591 Collins Dr Ste E4,40,25748,11:19.7
447,Santa Clarita Valley International Charter School,050514,34.450154,-118.624766,28060 Hasley Canyon Rd,40,25466,11:19.7
448,KIPP King Collegiate High School,054231,37.674286,-122.150496,2005 Via Barrett,40,26049,11:19.7
449,Realm Charter School,050311,37.86748,-122.294924,2023 8Th St,40,26054,11:19.7
450,Connecting Waters Charter School East Bay,050352,37.639496,-120.762892,12420 Bentley St,40,26223,11:19.7
451,Ambassador Phillip V Sanchez II Public Charter,051291,36.727378,-119.803584,830 Fresno St,40,25942,11:19.7
452,Ilead Agua Dulce,054493,34.487599,-118.332615,11311 Frascati St,40,25485,11:19.7
453,School Of Arts And Enterprise,053993,34.060193,-117.75058,295 N Garey Ave,40,25522,11:19.7
454,King Chavez Community High School,054507,32.718602,-117.162666,201 A St,40,25573,11:19.7
455,East Bay Innovation Academy,054970,37.745418,-122.140672,3400 Malcolm Ave,40,26052,11:19.7
456,Magnolia Science Academy 3,054510,33.851229,-118.250705,1254 E Helmick St,40,25430,11:19.7
457,New Opportunities Charter School,054895,33.962749,-118.35311,110 S La Brea Ave,40,25410,11:19.7
458,North County Trade Tech High School,054504,33.213066,-117.255263,1132 N Melrose Dr Ste 501,40,25569,11:19.7
459,Pivot Charter School Riverside,051851,33.877942,-117.649176,4300 Green River Rd Ste 108,40,25744,11:19.7
460,Da Vinci RISE High School,051216,33.922246,-118.383367,201 N Douglas St,40,25393,11:19.7
461,Da Vinci RISE High School,054378,33.922246,-118.383367,201 N Douglas St,40,25393,11:19.7
